brand,model,prod_class,prod_short_descr,has_reviews,url,reported_exceptions
Samsung,Samsung Notebook 9 spin NP940X3L-K01US computer,laptop,"A 13.3-inch convertible laptop tested with Windows 10 Home, an Intel Core i7-6500U 2.5GHz processor, 8GB of memory, Intel HD Graphics 520 graphics, a touchscreen, and a 256GB solid state drive.",False,http://www.consumerreports.org/products/laptop/samsung-notebook-9-spin-np940x3l-k01us-385106/user-reviews#user-reviews,
Vaio,Vaio Z computer,laptop,"A 13.3-inch laptop tested with Windows 10 Home, an Intel Core i5-6267U 2.9GHz processor, 8GB of memory, Intel Iris Graphics 550 graphics, and a 256GB solid state drive.",False,http://www.consumerreports.org/products/laptop/vaio-z-386114/user-reviews#user-reviews,
Vaio,Vaio Z Canvas computer,laptop,"A 12.3-inch detachable laptop tested with Windows 10 Pro, an Intel Core i7-4770HQ 2.2GHz processor, 16GB of memory, Intel Iris Pro Graphics 5200 graphics, a touchscreen, and a 512GB solid state drive.",False,http://www.consumerreports.org/products/laptop/vaio-z-canvas-385680/user-reviews#user-reviews,
Vaio,Vaio Z Flip computer,laptop,"A 13.3-inch convertible laptop tested with Windows 10 Home, an Intel Core i5-6267U 2.9GHz processor, 8GB of memory, Intel Iris Graphics 550 graphics, a touchscreen, and a 256GB solid state drive.",False,http://www.consumerreports.org/products/laptop/vaio-flip-z-385731/user-reviews#user-reviews,
Acer,Acer Aspire E5-575T-3678 computer,laptop,"A 15.6-inch laptop tested with Windows 10 Home, an Intel Core i3-6006U 2GHz processor, 8GB of memory, Intel HD Graphics 520 graphics, a touchscreen, and a 1TB hard drive.",False,http://www.consumerreports.org/products/laptop/acer-aspire-e5-575t-3678-388641/user-reviews#user-reviews,
Acer,Acer Aspire ES 15 E5-573-35JA computer,laptop,"A 15.6-inch laptop tested with Windows 10 Home, an Intel Core i3-5005U 2GHz processor, 4GB of memory, Intel HD Graphics 5500 graphics, and a 500GB hard drive.",False,http://www.consumerreports.org/products/laptop/acer-aspire-es-15-e5-573-35ja-386283/user-reviews#user-reviews,
Acer,Acer Aspire ES1-533-C55P computer,laptop,"A 15.6-inch laptop tested with Windows 10 Home, an Intel Celeron N3350 1.1GHz processor, 4GB of memory, Intel HD Graphics 500 graphics, and a 500GB hard drive.",False,http://www.consumerreports.org/products/laptop/acer-aspire-es1-533-c55p-388642/user-reviews#user-reviews,
Acer,Acer Aspire F5-573-505W computer,laptop,"A 15.6-inch laptop tested with Windows 10 Home, an Intel Core i5-6200U 2.3GHz processor, 8GB of memory, Intel HD Graphics 520 graphics, and a 1TB hard drive.",False,http://www.consumerreports.org/products/laptop/acer-aspire-f5-573-505w-386465/user-reviews#user-reviews,
Acer,Acer Aspire Nitro VN7- 592G-77 computer,laptop,"A 15.6-inch laptop tested with Windows 10 Home, an Intel Core i7-6700HQ 2.6GHz processor, 16GB of memory, Nvidia GeForce GTX 960M/Intel HD Graphics 530 graphics, and a 1TB hard drive and 256GB solid state drive.",False,http://www.consumerreports.org/products/laptop/acer-aspire-nitro-vn7-592g-77-386284/user-reviews#user-reviews,
Acer,Acer Aspire R3-131T-P6G7 computer,laptop,"An 11.6-inch convertible laptop tested with Windows 10 Home, an Intel Pentium N3710 1.6GHz processor, 4GB of memory, Intel HD Graphics 405 graphics, a touchscreen, and a 64GB solid state drive.",False,http://www.consumerreports.org/products/laptop/acer-aspire-r3-131t-p6g7-387266/user-reviews#user-reviews,
Acer,Acer Aspire S 13 S5-371T-76CY computer,laptop,"A 13.3-inch laptop tested with Windows 10 Home, an Intel Core i5-6500U 2.5GHz processor, 8GB of memory, Intel HD Graphics 520 graphics, a touchscreen, and a 512GB solid state drive.",False,http://www.consumerreports.org/products/laptop/acer-aspire-s-13-s5-371t-76cy-387895/user-reviews#user-reviews,
Acer,Acer Aspire S5-371-52JR computer,laptop,"A 13.3-inch laptop tested with Windows 10 Home, an Intel Core i5-6200U 2.3GHz processor, 8GB of memory, Intel HD Graphics 520 graphics, and a 256GB solid state drive.",False,http://www.consumerreports.org/products/laptop/acer-aspire-s5-371-52jr-386553/user-reviews#user-reviews,
Acer,Acer Aspire Switch 10 SW5-015-198P computer,laptop,"A 10.1-inch detachable laptop tested with Windows 10 Home, an Intel Atom Z3735F 1.33GHz processor, 2GB of memory, Intel HD Graphics graphics, a touchscreen, and a 64GB solid state drive.",False,http://www.consumerreports.org/products/laptop/acer-aspire-switch-10-sw5-015-198p-386345/user-reviews#user-reviews,
Acer,Acer Aspire V5-591G-55PV computer,laptop,"A 15.6-inch laptop tested with Windows 10 Home, an Intel Core i5-6300HQ 2.3GHz processor, 8GB of memory, Nvidia GeForce GTX 950M/Intel HD Graphics 530 graphics, and a 256GB solid state drive.",False,http://www.consumerreports.org/products/laptop/acer-aspire-v5-591g-55pv-387108/user-reviews#user-reviews,
Acer,Acer Spin 1 SP111-31-C2W3 computer,laptop,"An 11.6-inch convertible laptop tested with Windows 10 Home, an Intel Celeron N3350 1.1GHz processor, 4GB of memory, Intel HD Graphics graphics, a touchscreen, and a 32GB solid state drive.",False,http://www.consumerreports.org/products/laptop/acer-spin-1-sp111-31-c2w3-388639/user-reviews#user-reviews,
Acer,Acer Swift 7 SF713-51-M90J computer,laptop,"A 13.3-inch laptop tested with Windows 10 Home, an Intel Core i5-7Y54 1.2GHz processor, 8GB of memory, Intel HD Graphics 615 graphics, and a 256GB solid state drive.",False,http://www.consumerreports.org/products/laptop/acer-swift-7-sf713-51-m90j-387922/user-reviews#user-reviews,
Acer,Acer Switch Alpha 12 SA5-271-594J computer,laptop,"A 12-inch detachable laptop tested with Windows 10 Home, an Intel Core i5-6200U 2.3GHz processor, 8GB of memory, Intel HD Graphics 520 graphics, a touchscreen, and a 256GB solid state drive.",False,http://www.consumerreports.org/products/laptop/acer-switch-alpha-12-sa5-271-594j-386446/user-reviews#user-reviews,
Apple,Apple MacBook 12-inch MLHE2LL/A computer,laptop,"A 12-inch laptop tested with OS X El Capitan 10.11, an Intel Core m3 1.1GHz processor, 8GB of memory, Intel HD Graphics 515 graphics, and a 256GB solid state drive.",False,http://www.consumerreports.org/products/laptop/apple-macbook-12-inch-mlhe2ll-a-386115/user-reviews#user-reviews,
Apple,Apple MacBook 12-inch MNYH2LL/A computer,laptop,"A 12-inch laptop tested with macOS Sierra 10.12, an Intel Core m3 1.2GHz processor, 8GB of memory, Intel HD Graphics 615 graphics, and a 256GB solid state drive.",False,http://www.consumerreports.org/products/laptop/apple-macbook-12-inch-392572/user-reviews#user-reviews,
Apple,Apple MacBook Pro 13-inch MLL42LL/A computer,laptop,"A 13.3-inch laptop tested with macOS Sierra 10.12, an Intel Core i5 2GHz processor, 8GB of memory, Intel Iris Graphics 540 graphics, and a 256GB solid state drive.",False,http://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-mll42ll-a-388052/user-reviews#user-reviews,
Apple,Apple MacBook Pro 13-inch MPXR2LL/A computer,laptop,"A 13.3-inch laptop tested with macOS Sierra 10.12, an Intel Core i5 2.3GHz processor, 8GB of memory, Intel Iris Plus Graphics 640 graphics, and a 128GB solid state drive.",False,http://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
Apple,Apple MacBook Pro 15-inch MLH32LL/A computer,laptop,"A 15.4-inch laptop tested with macOS Sierra 10.12, an Intel Core i7 2.6GHz processor, 16GB of memory, AMD Radeon Pro 450/Intel HD Graphics 530 graphics, and a 256GB solid state drive.",False,http://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
Asus,Asus Q304UA-BHI5T11 computer,laptop,"A 13.3-inch convertible laptop tested with Windows 10 Home, an Intel Core i5-7200U 2.5GHz processor, 6GB of memory, Intel HD Graphics 620 graphics, a touchscreen, and a 1TB hard drive.",False,http://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/user-reviews#user-reviews,
Asus,Asus Q524UQ-BBI7T14 computer,laptop,"A 15.6-inch convertible laptop tested with Windows 10 Home, an Intel Core I7-6500U 2.5GHz processor, 12GB of memory, Nvidia GeForce 940MX/Intel HD Graphics 530 graphics, a touchscreen, and a 2TB hard drive.",False,http://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/user-reviews#user-reviews,
Asus,Asus Q524UQ-BHI7T15 computer,laptop,"A 15.6-inch convertible laptop tested with Windows 10 Home, an Intel Core i7-7500U 2.7GHz processor, 12GB of memory, NVIDIA GeForce 940MX/Intel HD Graphics 620 graphics, a touchscreen, and a 2TB hybrid drive hard drive.",False,http://www.consumerreports.org/products/laptop/asus-q524uq-bhi7t15-388948/user-reviews#user-reviews,
Asus,Asus Transformer Book T300CHI-F1-DB computer,laptop,"A 12.5-inch detachable laptop tested with Windows 8.1, an Intel Core M-5Y10c 0.8GHz processor, 4GB of memory, Intel HD Graphics 5300 graphics, a touchscreen, and a 128GB solid-state drive.",False,http://www.consumerreports.org/products/laptop/asus-transformer-book-t300chi-f1-db-381372/user-reviews#user-reviews,
Asus,Asus VivoBook E200HA-US01 computer,laptop,"An 11.6-inch laptop tested with Windows 10 Home, an Intel Atom x5-Z8300 1.44GHz processor, 2GB of memory, Intel HD Graphics graphics, and a 32GB solid state drive.",False,http://www.consumerreports.org/products/laptop/asus-vivobook-e200ha-us01-385911/user-reviews#user-reviews,
Asus,Asus VivoBook Pro N552VX computer,laptop,"A 15.6-inch laptop tested with Windows 10 Home, an Intel Core I7-6700HQ 2.6GHz processor, 16GB of memory, Nvidia GeForce GTX 950M/Intel HD Graphics 530 graphics, a touchscreen, and a 512GB solid state drive and 2TB hard drive.",False,http://www.consumerreports.org/products/laptop/asus-vivobook-pro-n552vx-387457/user-reviews#user-reviews,
Dell,Dell Inspiron 11 3000 computer,laptop,"An 11.6-inch laptop tested with Windows 10 Home, an Intel Celeron N3050 1.6GHz processor, 2GB of memory, Intel HD Graphics graphics, and a 32GB solid state drive.",False,http://www.consumerreports.org/products/laptop/dell-inspiron-11-3000-385665/user-reviews#user-reviews,
Dell,Dell Inspiron 11 3000 3rd Gen computer,laptop,"An 11.6-inch convertible laptop tested with Windows 10 Home, an Intel Core m3-6Y30 0.9GHz processor, 4GB of memory, Intel HD Graphics 515 graphics, a touchscreen, and a 500GB hard drive.",False,http://www.consumerreports.org/products/laptop/brondell-inspiron-11-3000-3rd-gen-387111/user-reviews#user-reviews,
Dell,Dell Inspiron 13 7000 3rd Gen computer,laptop,"A 13.3-inch convertible laptop tested with Windows 10 Home, an Intel Core i5-6200U 2.3GHz processor, 8GB of memory, Intel HD Graphics 520 graphics, a touchscreen, and a 256GB solid state drive.",False,http://www.consumerreports.org/products/laptop/brondell-inspiron-13-7000-3rd-gen-387114/user-reviews#user-reviews,
Dell,Dell Inspiron 15 5000 3rd-Gen computer,laptop,"A 15.6-inch convertible laptop tested with Windows 10 Home, an Intel Core i5-6200U 2.3GHz processor, 8GB of memory, Intel HD Graphics 520 graphics, a touchscreen, and a 256GB solid state drive.",False,http://www.consumerreports.org/products/laptop/brondell-inspiron-15-5000-3rd-gen-387113/user-reviews#user-reviews,
Dell,Dell Inspiron 15 7000 3rd-Gen computer,laptop,"A 15.6-inch convertible laptop tested with Windows 10 Home, an Intel Core i5-6200U 2.3GHz processor, 8GB of memory, Intel HD Graphics 520 graphics, a touchscreen, and a 256GB solid state drive.",False,http://www.consumerreports.org/products/laptop/brondell-inspiron-15-7000-3rd-gen-387115/user-reviews#user-reviews,
Dell,Dell Inspiron 17 7000 3rd-Gen computer,laptop,"A 17.3-inch convertible laptop tested with Windows 10 Home, an Intel Core i5-6200U 2.3GHz processor, 12GB of memory, Intel HD Graphics 520 graphics, a touchscreen, and a 1TB hard drive.",False,http://www.consumerreports.org/products/laptop/brondell-inspiron-17-7000-3rd-gen-387116/user-reviews#user-reviews,
Acer,Acer Chromebook 15 C910-54M1 computer,chromebooks,"A 15.6-inch Chromebook tested with Chrome OS 42.0, an Intel Core i5-5200U 2.2GHz processor, 4GB of memory, Intel HD 5500 graphics, and a 32GB solid-state drive.",False,http://www.consumerreports.org/products/chromebooks/acer-chromebook-15-c910-54m1-376372/user-reviews#user-reviews,
Acer,Acer ChromeBook C810-T7ZT computer,chromebooks,"A 13.3-inch Chromebook tested with Chrome OS 43.0, an Nvidia Tegra K1 CD570M-A1 2.1GHz processor, 4GB of memory, Nvidia Integrated graphics, and a 16GB eMMC drive.",False,http://www.consumerreports.org/products/chromebooks/acer-chromebook-c810-t7zt-383569/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
Acer,Acer ChromeBook CB5-312T-K8Z9 computer,chromebooks,"A 13.3-inch Chromebook tested with Chrome OS 54.0, a MediaTek M8173C 2.1GHz processor, 4GB of memory, PowerVR Rogue GX6250 graphics, a touchscreen, and a 32GB eMMC drive.",False,http://www.consumerreports.org/products/chromebooks/acer-chromebook-cb5-312t-k8z9-388090/user-reviews#user-reviews,
Asus,Asus Chromebook C201PA-DS01 computer,chromebooks,"An 11.6-inch Chromebook tested with Chrome OS 42.0, a Rockchip RK3288 Cortex A17 1.8GHz processor, 2GB of memory, ARM Mali T760 graphics, and a 16GB solid-state drive.",False,http://www.consumerreports.org/products/chromebooks/asus-chromebook-c201pa-ds01-379129/user-reviews#user-reviews,
Asus,Asus Chromebook C202SA-YS02 computer,chromebooks,"An 11.6-inch Chromebook tested with Chrome OS 48.0, an Intel Celeron N3060 1.6GHz processor, 4GB of memory, Intel HD graphics, and a 16GB eMMC drive.",False,http://www.consumerreports.org/products/chromebooks/asus-chromebook-c202sa-ys02-386337/user-reviews#user-reviews,
Asus,Asus Chromebook C300SA-DS02-LB computer,chromebooks,"A 13.3-inch Chromebook tested with Chrome OS 52.0, an Intel Celeron N3060 1.6GHz processor, 4GB of memory, Intel HD 400 graphics, and a 16GB eMMC drive.",False,http://www.consumerreports.org/products/chromebooks/asus-chromebook-c300sa-ds02-lb-387263/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
HP,HP Chromebook 11-2210nr computer,chromebooks,"An 11.6-inch Chromebook tested with Chrome OS 47.0, an Intel Celeron N2840 2.16GHz processor, 2GB of memory, Intel HD graphics, and a 16GB eMMC drive.",False,http://www.consumerreports.org/products/chromebooks/hp-chromebook-11-2210nr-385058/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
HP,HP ChromeBook 11-V011DX computer,chromebooks,"An 11.6-inch Chromebook tested with Chrome OS 54.0, an Intel Celeron N3060 1.6GHz processor, 4GB of memory, Intel HD 400 graphics, a touchscreen, and a 16GB eMMC drive.",False,http://www.consumerreports.org/products/chromebooks/hp-chromebook-11-v011dx-388092/user-reviews#user-reviews,
HP,HP Chromebook 13 computer,chromebooks,"A 13.3-inch Chromebook tested with Chrome OS 50.0, an Intel Pentium 4405Y 1.5GHz processor, 4GB of memory, Intel HD 515 graphics, and a 32GB eMMC drive.",False,http://www.consumerreports.org/products/chromebooks/hp-chromebook-13-386279/user-reviews#user-reviews,
Acer,Acer CB5-132T-C9KK computer,chromebooks,"An 11.6-inch Chromebook tested with Chrome OS 57.0, an Intel Celeron N3160 1.6GHz processor, 4GB of memory, Intel HD 400 graphics, a touchscreen, and a 32GB eMMC drive.",False,http://www.consumerreports.org/products/chromebooks/acer-cb5-132t-c9kk-388956/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
Acer,Acer Chromebook R11 CB5-132T-C32M computer,chromebooks,"An 11.6-inch Chromebook tested with Chrome OS 49.0, an Intel Celeron N3150 1.6GHz processor, 2GB of memory, Intel HD graphics, a touchscreen, and a 32GB eMMC drive.",False,http://www.consumerreports.org/products/chromebooks/acer-chromebook-r11-cb5-132t-c32m-385733/user-reviews#user-reviews,
Asus,Asus Chromebook Flip C100PA-DB01 computer,chromebooks,"A 10.1-inch Chromebook tested with Chrome OS 44.0, a Rockchip RK3288C 1.8GHz processor, 2GB of memory, ARM Mali T764 graphics, a touchscreen, and a 16GB eMMC drive.",False,http://www.consumerreports.org/products/chromebooks/asus-chromebook-flip-c100pa-db01-384309/user-reviews#user-reviews,
Asus,Asus ChromeBook Flip C100PA-RBRKT07 computer,chromebooks,"A 10.1-inch Chromebook tested with Chrome OS 54.0, a Rockchip RK3288C NSGHz processor, 4GB of memory, ARM Mali T760 graphics, a touchscreen, and a 16GB eMMC drive.",False,http://www.consumerreports.org/products/chromebooks/asus-chromebook-flip-c100pa-rbrkt07-388091/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
Asus,Asus Chromebook Flip C302CA-DHM4 computer,chromebooks,"A 12.5-inch Chromebook tested with Chrome OS 56.0, an Intel Core m3-6Y30 2.2GHz processor, 4GB of memory, Intel HD 515 graphics, a touchscreen, and a 64GB eMMC drive.",False,http://www.consumerreports.org/products/chromebooks/asus-chromebook-flip-c302ca-dhm4-388635/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
Dell,Dell Chromebook 11 computer,chromebooks,"An 11.6-inch Chromebook tested with Chrome OS 40.0, an Intel Celeron 2955U 1.4GHz processor, 2GB of memory, Intel HD graphics, and a 16GB solid-state drive.",False,http://www.consumerreports.org/products/chromebooks/dell-chromebook-11-371592/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
Dell,Dell Chromebook 13 computer,chromebooks,"A 13.3-inch Chromebook tested with Chrome OS 46.0, an Intel Core i3-5005U 2GHz processor, 4GB of memory, Intel HD 5500 graphics, and a 16GB solid-state drive.",False,http://www.consumerreports.org/products/chromebooks/dell-chromebook-13-384985/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
Dell,Dell Chromebook CRM-11-IPST computer,chromebooks,"An 11.6-inch Chromebook tested with Chrome OS 54.0, an Intel Celeron N2840 2.16GHz processor, 4GB of memory, Intel HD graphics, a touchscreen, and a 16GB eMMC drive.",False,http://www.consumerreports.org/products/chromebooks/dell-chromebook-crm-11-ipst-387882/user-reviews#user-reviews,
Samsung,Samsung Chromebook 3 computer,chromebooks,"An 11.6-inch Chromebook tested with Chrome OS 58.0, an Intel Celeron N3060 1.6GHz processor, 4GB of memory, Intel HD 400 graphics, and a 32GB eMMC drive.",False,http://www.consumerreports.org/products/chromebooks/samsung-chromebook-3-389575/user-reviews#user-reviews,
Samsung,Samsung Chromebook 3 XE500C computer,chromebooks,"An 11.6-inch Chromebook tested with Chrome OS 49.0, an Intel Celeron N3050 1.6GHz processor, 2GB of memory, Intel HD graphics, and a 16GB eMMC drive.",False,http://www.consumerreports.org/products/chromebooks/samsung-chromebook-3-xe500c-386118/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
Samsung,Samsung Chromebook Plus computer,chromebooks,"A 12.3-inch Chromebook tested with Chrome OS 56.0, a ARM Cortex A72 2GHz processor, 4GB of memory, ARM Mali T860 graphics, a touchscreen, and a 32GB eMMC drive.",False,http://www.consumerreports.org/products/chromebooks/samsung-chromebook-plus-388636/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
Apple,Apple 21.5-inch iMac MK442LL/A computer,desktop-computer,"An all-in-one desktop computer with a 21.5-inch screen tested with OS X El Capitan 10.11, an Intel Core i5 2.8GHz processor, 8GB of memory, a 1TB hard drive, Intel Iris Pro 6200 graphics, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/apple-21-5-inch-imac-mk442ll-a-384904/user-reviews#user-reviews,
Apple,Apple 27-inch iMac MNE92LL/A computer,desktop-computer,"An all-in-one desktop computer with a 27-inch screen tested with macOS Sierra 10.12, an Intel Core i5 3.4GHz processor, 8GB of memory, a 32GB solid state drive, a 1TB hard drive, AMD Radeon Pro 570 graphics, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/apple-imac-27-inch-mne92ll-a-392569/user-reviews#user-reviews,
Dell,Dell Inspiron 5488-7536SLV computer,desktop-computer,"An all-in-one desktop computer with a 23.8-inch touchscreen tested with Windows 10 Home, an Intel Core i7-7700T 2.9GHz processor, 12GB of memory, a 1TB hard drive, Intel HD Graphics 630 graphics, a DVD burner, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/dell-inspiron-5488-7536slv-389333/user-reviews#user-reviews,
HP,HP Pavilion 27-a230 computer,desktop-computer,"An all-in-one desktop computer with a 27-inch touchscreen tested with Windows 10 Home, an Intel Core i5-7400T 2.4GHz processor, 12GB of memory, a 1TB hard drive, Intel HD Graphics 630 graphics, a DVD burner, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/hp-pavilion-27-a230-388774/user-reviews#user-reviews,
Intel,Intel Compute Stick 2nd Gen computer,desktop-computer,"A compact desktop computer tested with Windows 10 Home, an Intel Atom x5-Z8300 1.44GHz processor, 2GB of memory, a 32GB hard drive, Intel HD Graphics graphics, and no speakers.",False,http://www.consumerreports.org/products/desktop-computer/intel-compute-stick-2nd-gen-385913/user-reviews#user-reviews,
Lenovo,Lenovo 510S-08ISH computer,desktop-computer,"A compact desktop computer tested with Windows 10 Home, an Intel Core i3-6100 3.7GHz processor, 4GB of memory, a 1TB hard drive, Intel HD Graphics 530 graphics, a DVD burner, and no speakers.",False,http://www.consumerreports.org/products/desktop-computer/lenovo-510s-08ish-388101/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
Lenovo,Lenovo Erazer X315 computer,desktop-computer,"A full-size desktop computer tested with Windows 8.1, an AMD A8-7600 3.1GHz processor, 12GB of memory, a 1TB hybrid drive, AMD Radeon R9 255 graphics, a DVD burner, and no speakers.",False,http://www.consumerreports.org/products/desktop-computer/lenovo-erazer-x315-293258/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
Lenovo,Lenovo Ideacentre 610S computer,desktop-computer,"A compact desktop computer tested with Windows 10 Home, an Intel Core i5-6400T 2.2GHz processor, 8GB of memory, a 1TB hard drive, Nvidia GeForce GTX 750Ti/Intel HD 530 graphics, and no speakers.",False,http://www.consumerreports.org/products/desktop-computer/lenovo-ideacentre-610s-387424/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
Lenovo,"Lenovo Ideacentre AIO 300-20"" computer",desktop-computer,"An all-in-one desktop computer with a 20-inch screen tested with Windows 10 Home, an Intel Pentium G4400T 2.9GHz processor, 4GB of memory, a 500GB hard drive, Intel HD Graphics 510 graphics, a DVD burner, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/lenovo-ideacentre-aio-300-20-386661/user-reviews#user-reviews,
Microsoft,Microsoft Surface Studio computer,desktop-computer,"An all-in-one desktop computer with a 28-inch touchscreen tested with Windows 10 Pro, an Intel Core i5-6440HQ 2.6GHz processor, 8GB of memory, a 1TB hard drive, Nvidia GeForce GTX 965M graphics, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/microsoft-surface-studio-388050/user-reviews#user-reviews,
Apple,Apple 21.5-inch iMac MMQA2LL/A computer,desktop-computer,"An all-in-one desktop computer with a 21.5-inch screen tested with macOS Sierra 10.12, an Intel Core i5 2.3GHz processor, 8GB of memory, a 1TB hard drive, Intel Iris Plus Graphics 640 graphics, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/apple-imac-21-5-inch-392567/user-reviews#user-reviews,
Apple,Apple 21.5-inch iMac with 4K Display MNDY2LL/A computer,desktop-computer,"An all-in-one desktop computer with a 21.5-inch screen tested with macOS Sierra 10.12, an Intel Core i5 3GHz processor, 8GB of memory, a 1TB hard drive, AMD Radeon Pro 555 graphics, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/apple-imac-21-5-inch-4k-392568/user-reviews#user-reviews,
